@WordPOS	Ag,Bg,Dg,Mg,Ng,Rg,Tg,Vg,Yg,a,ad,an,b,c,d,e,f,h,i,j,k,l,m,n,nr,ns,nt,nx,nz,o,p,q,r,s,t,u,v,vd,vn,w,y,z,
长鼓	n:1,
长龙	n:5,
长（兴）	ns:1,
门	q:196,n:378,j:1,
门下	s:1,n:7,
门人	n:1,
门体	n:1,
门儿	q:3,n:2,
门前	s:188,
门区	n:1,
门匾	n:2,
门卫	n:9,
门厅	n:15,
门口	s:141,
门可罗雀	i:7,
门坎	n:4,
门坎儿	n:1,
门坎精	n:1,
门墙	n:2,
门外	s:45,n:1,
门外汉	n:3,l:1,
门多萨	ns:1,
门多萨·格雷罗	nr:1,
门头沟	ns:1,
门头沟区	ns:4,
门头沟区东辛房街道生活服务总站创创科技开发部	nt:1,
门子	n:5,
门对	n:1,
门封	n:1,
门将	n:18,
门巴	n:1,nz:1,
门巴族	nz:4,
门市	n:4,
门市部	n:15,
门帘	n:2,
门店	n:19,
门庭	n:6,
门庭冷落	i:7,
门庭若市	i:8,
门廊	n:1,
门当户对	i:4,
门径	n:4,
门德尔松	nr:1,
门惠丰	nr:1,
门户	n:27,
门户之见	i:2,
门房	n:3,
门扇	n:1,
门扉	n:2,
门捷列夫	nr:1,
门文元	nr:2,
门旁	s:5,
门机	n:2,
门板	n:8,
门架式	b:1,
门柱	n:8,
门格斯图	nr:1,
门框	n:6,
门梁	n:1,
门楣	n:6,
门楣子	n:1,
门楼	n:9,
门槛	n:35,
门氏	nz:2,
门洞	n:2,
门点	n:2,
门牌	n:14,
门牌号	n:3,
门球场	n:2,
门生	n:2,
门神	n:5,
门票	n:69,
门票费	n:1,
门窗	n:43,
门第	n:1,
门类	q:1,n:87,
门缝	n:7,
门联	n:1,
门脸	n:3,
门脸儿	n:4,
门脸房	n:2,
门诊	v:1,n:60,
门诊室	n:1,
门诊日	n:2,
门诊费	n:1,
门诊部	n:19,
门诊量	n:12,
门路	n:147,
门道	n:13,
门铃	n:1,
门锁	n:6,
门门	n:1,
门门道道	n:1,
门闩	n:1,
门阀	n:1,
门面	n:33,
门面房	n:5,
闩	n:1,
闪	v:35,
闪亮	v:20,vd:1,
闪光	v:13,n:35,
闪光灯	n:6,
闪光点	n:10,
闪光面	n:1,
闪动	v:12,
闪失	v:1,n:6,
闪开	v:3,
闪灼	v:1,
闪点	n:1,
闪烁	v:66,vn:2,
闪烁生辉	l:1,
闪爆	v:1,
闪现	v:14,
闪电	v:2,n:22,
闪电—Ｍ	nz:1,
闪电式	b:2,n:1,
闪电河乡	ns:1,
闪耀	v:23,
闪速炉	n:15,
闪闪	z:21,
闪闪地	z:1,
闪闪烁烁	z:2,
闫	nr:1,
闫戌麟	nr:2,
闭	v:54,
闭	v:1,
闭会	v:5,vn:1,
闭关	v:2,
闭关自守	i:10,
闭关锁国	i:4,
闭卷	v:1,b:1,n:1,vn:1,
闭口不谈	l:2,
闭口价	n:1,
闭口龟	n:1,
闭合	v:1,vn:2,
闭合性	n:1,
闭塞	v:6,an:1,a:28,vn:2,
闭市价	n:1,
闭幕	v:206,vn:15,
闭幕会	n:25,
闭幕式	n:43,
闭幕词	n:8,
闭月羞花	i:1,
闭目	vd:1,
闭目养神	l:2,
闭目塞听	i:2,
闭路电视	n:14,
闭锁	b:1,
闭门思过	i:1,
闭门羹	n:6,
闭门谢客	i:1,
闭门造车	i:2,
闭闭	v:1,
闭馆	v:8,vn:2,
问	v:1045,Ng:27,vn:20,
问世	v:131,vn:24,
问候	v:31,vn:258,
问候信	n:2,
问候声	n:3,
问卷	v:1,n:44,
问卷调查	l:7,
问及	v:57,
问号	n:15,
问好	v:15,
问寒问暖	i:15,
问市	v:1,
问心无愧	i:6,
问效	v:1,
问明	v:3,
问津	v:19,
问津者	n:4,
问清	v:1,
问答	v:3,vn:9,
问诊	v:3,
问话	n:6,
问询	v:1,
问起	v:9,
问路	v:5,
问道	v:31,
问长问短	i:6,
问问	v:19,
问问答答	v:1,
问雨	nr:2,
问项	n:2,
问题	n:12847,
问题性	n:1,
问鼎	v:7,
闯	v:270,nr:1,
闯入	v:67,
闯关东	v:2,
闯关夺隘	i:1,
闯劲	n:9,
闯将	n:3,
闯江湖	v:1,
闯祸	v:2,
闯祸者	n:1,
闯荡	v:16,vn:3,
闯进	v:20,
闯闯	v:1,
闰	b:1,
闲	v:24,an:1,a:15,ad:4,
闲不住	l:6,
闲书	n:1,
闲事	n:3,
闲事儿	n:1,
闲云	n:1,
闲人	n:6,
闲嗑儿	n:1,
闲坐	v:1,
闲居	v:1,
闲工夫	n:1,
闲庭信步	i:1,
闲心	n:1,
闲情逸致	i:4,
闲散	an:1,a:12,
闲文	n:1,
闲暇	n:28,
闲机	n:1,
闲杂人员	n:1,
闲来之笔	l:1,
闲来无事	l:1,
闲章	n:11,
闲置	v:60,vd:1,vn:71,
闲置费	n:1,
闲聊	v:7,
闲聊天	v:1,
闲言碎语	i:1,
闲评	v:1,
闲话	v:2,n:4,
闲说	v:2,
闲谈	v:5,vn:2,
闲赋	v:1,
闲远	a:1,
闲适	an:1,
闲逛	v:7,
闲钱	n:6,
闲雅	an:1,
闲饭	n:1,
间	f:1267,v:13,q:324,Ng:4,n:1,
间不容发	l:1,
间伐	vn:1,
间作	v:8,vn:6,
间作地	n:2,
间养	v:1,
间或	d:8,
间接	d:35,b:41,an:1,a:37,ad:22,
间接税	n:2,
间接选举	l:1,
间断	v:49,vd:1,
间断性	b:3,n:3,
间杂	v:1,
间歇	v:3,n:10,
间歇性	n:1,
间皮瘤	n:1,
间离	v:5,
间离法	n:1,
间种	v:3,j:2,
间苗	v:1,
间谍	n:27,
间谍案	n:3,
间谷	n:2,
间距	n:8,
间路	nz:1,
间隔	v:2,n:16,vd:1,vn:1,
间隔期	n:2,
间隙	n:31,
闵	nr:2,
闵丽杰	nr:1,
闵乃本	nr:3,
闵家	nz:1,
闵家粮库	ns:1,
闵建蜀	nr:1,
闵惠芬	nr:62,
闵捷	nr:1,
闵智亭	nr:1,
闵桂荣	nr:2,
闵维方	nr:4,
闵耀良	nr:3,
闵行区	ns:5,
闵行区马桥镇旗忠村党总支	nt:1,
闵长江	nr:1,
闵革柴税	nr:1,
闵鹿蕾	nr:18,
闷	v:9,a:3,
闷儿	n:1,
闷响	n:1,
闷嘴葫芦	n:1,
闷头	v:1,
闷棍	n:3,
闷气	an:2,
闷热	an:2,a:14,
闷胀	v:1,
闷闷不乐	i:5,
闷闷地	z:1,
闷雷	n:3,
闸	n:34,
闸刀	n:1,
闸北	ns:2,
闸北区	ns:1,
闸口	n:4,
闸口乡	ns:1,
闸室	n:8,
闸蟹	n:1,
闸门	n:18,
闹	v:93,a:10,
闹事	v:18,vn:4,
闹事区	n:1,
闹剧	n:8,
闹剧式	b:1,
闹哄哄	z:1,
闹响	vn:2,
闹市	n:26,
闹市区	s:3,n:19,
闹市口	ns:1,n:1,
闹店乡	ns:1,
闹心	vn:1,
闹情绪	v:3,
闹情绪者	n:1,
闹病	v:1,
闹笑话	l:1,
闹翻	v:4,
闹肚子	v:1,
闹腾	v:5,vn:1,
闹表	n:1,
闹醒	v:1,
闹钟	n:4,
闹革命	v:3,
闹饥荒	v:1,
闹鬼	v:1,
闺女	n:23,
闺房	n:1,
闺秀	n:2,
闺阁	n:4,
闺阁情	n:1,
闻	v:114,Ng:2,vn:2,
闻一多	nr:5,
闻世震	nr:15,
闻到	v:3,
闻力	nr:3,
闻名	v:103,vn:3,
闻名中外	l:6,
闻名于世	l:13,
闻名遐迩	l:11,i:1,
闻喜	ns:3,
闻喜县	ns:6,
闻喜县委	nt:1,
闻喜县新华书店	nt:2,
闻坤	nr:1,
闻堰	nz:1,
闻大中	nr:2,
闻宝恒	nr:1,
闻家驷	nr:1,
闻志宽	nr:1,
闻所未闻	i:3,
闻捷	nr:1,
闻有成	nr:1,
闻穆如	nr:1,
闻立鹏	nr:1,
闻者	n:4,
闻者足戒	l:1,i:1,
闻艺	nr:3,
闻讯	v:71,
闻讯而来	l:4,
闻过则喜	i:2,
闻邦椿	nr:1,
闻雪友	nr:1,
闻风丧胆	i:3,
闻风而动	i:9,
闻香	v:1,n:1,
闻香杯	n:4,
闻鸡起舞	i:3,
闽	j:47,
闽东	ns:16,
闽东地区	ns:1,
闽中	j:1,
闽仁	nr:1,
闽侯县	ns:2,
闽北	ns:1,
闽南	ns:4,s:1,
闽南工农红军游击总队	nt:1,
闽台抗日救亡同志会	nt:1,
闽宁	j:2,
闽江	ns:16,
闽江口	ns:1,
闽江干流竹岐水文站	nt:1,
闽浙	j:1,
闽清县	ns:1,
闽福发Ａ	nz:1,
闽粤	j:1,
闽粤港台	j:1,
闽粤赣纵队四团十四独立连	nt:1,
闽西	ns:10,
闽西军政委员会	nt:1,
闽西南军政委员会	nt:1,
闽西老区	ns:1,
阀	n:2,
阀体	n:1,
阀座	n:3,
阀状	n:1,
阀门	n:17,
阀门界	n:1,
阁	Ng:13,
阁下	n:69,
阁僚	n:2,
阁员	n:1,
阁栅	n:1,
阁楼	n:12,
阁藏	b:1,
阂	Vg:1,
阄	Ng:1,
阅	Vg:26,
阅书报室	n:3,
阅兵	vn:1,
阅兵式	n:7,
阅卷	v:3,vn:1,
阅历	v:1,n:30,
阅处	v:1,
阅报	v:1,
阅报室	n:1,
阅报栏	n:19,
阅看	v:1,
阅览	v:10,vn:6,
阅览区	n:1,
阅览厅	n:2,
阅览室	n:77,
阅览证	n:3,
阅读	v:145,vn:39,
阅读者	n:2,
阉人	n:1,
阉割	v:3,
阍	Ng:1,
阎	nr:4,
阎·豪伟	nr:1,
阎三囤	ns:1,
阎东霞	nr:1,
阎中和	nr:2,
阎亚君	nr:1,
阎会强	nr:2,
阎健宏	nr:1,
阎冰	nr:1,
阎凤英	nr:2,
阎吉安	nr:1,
阎嘉奎	nr:1,
阎培俊	nr:1,
阎增福	nr:4,
阎婆惜	nr:1,
阎安刘月宁	nr:1,
阎宪奇	nr:1,
阎家庄	ns:2,
阎希军	nr:10,
阎平	nr:2,
阎志祥	nr:1,
阎恩荣	nr:1,
阎懋	nr:1,
阎成米	nr:1,
阎振利	nr:2,
阎敦实	nr:2,
阎文富	nr:1,
阎文彬	nr:1,
阎文清	nr:1,
阎新	nr:1,
阎新郭元新	nr:1,
阎明复	nr:1,
阎明明	nr:1,
阎晓明	nr:13,
阎晓明杜晓光	nr:1,
阎晓明陈水泉	nr:1,
阎月凡	nr:4,
阎树屏	nr:1,
阎树忠	nr:1,
阎森	nr:20,
阎步克	nr:1,
阎洪华张金春	nr:1,
阎洪印	nr:3,
阎洪臣	nr:2,
阎海旺	nr:9,
阎海鹏	nr:1,
阎涛	nr:1,
阎涵	nr:1,
阎淑贤	nr:1,
阎炉	nr:1,
阎炳武	nr:3,
阎爱英	nr:1,
阎王爷	n:1,
阎琢	nr:1,
阎福荣	nr:1,
阎秀云	nr:1,
阎立中	nr:1,
阎红兵	nr:1,
阎维文	nr:8,
阎罗	nr:1,
阎翠萍	nr:1,
阎肃	nr:1,
阎良区	ns:1,
阎蒙利齐建政	nr:1,
阎锡山	nr:9,
阎长明	nr:1,
阎顺利	nr:1,
阎颖	nr:2,
阐	Vg:1,
阐发	v:14,vn:5,
阐明	v:91,vn:2,
阐述	v:197,vn:57,
阐释	v:22,vn:17,
阑	Ng:2,
阑尾炎	n:4,
阑干	n:1,
阑珊	b:1,
阑珊处	n:1,
阒寂无声	i:1,
阔	a:18,
阔别	v:12,
阔叶	n:1,
阔叶林	n:3,
阔叶树	n:6,
阔大	a:5,
阔步	d:22,
阔气	an:1,a:3,
阔略	a:1,
阔老板	n:1,
阔阔的	z:1,
阕	q:1,
阖上	v:1,
阖家	n:2,
阖家团圆	i:2,
阖家团聚	l:1,
阖家幸福	l:3,
阖家欢乐	l:2,
阙	q:2,Ng:4,
阙如	v:3,
阙文者	n:1,
阙端麟	nr:1,
阙贵善	nr:1,
阙迪伟	nr:1,
阙长山	nr:1,
阚淑华	nr:1,
阚炳延尹旺	nr:1,
阚祥娟	nr:5,
阜南县	ns:4,
阜南县三塔集镇邪沟村党支部	nt:1,
阜城	ns:1,
阜城县	ns:1,
阜宁	ns:3,
阜宁人	n:1,
阜宁县	ns:1,
阜平	ns:9,
阜平信用联社	nt:1,
阜平农发行	nt:1,
阜平县	ns:6,
阜平县中国民族革命战争战地动员委员会	nt:1,
阜平县农发行	nt:1,
阜平县动委会	nt:1,
阜平县委	nt:1,
阜康	ns:1,
阜康市	ns:1,
阜成门	ns:3,
阜新	ns:10,
阜新发电厂	nt:1,
阜新商业大楼	nt:1,
阜新市	ns:3,
阜新王营煤矿	nt:1,
阜新矿务局王营煤矿	nt:1,
阜阳	ns:9,
阜阳人	n:3,
阜阳市	ns:4,
阜阳市工会	nt:1,
阜阳师范学校	nt:1,
阜（新）	ns:1,
队	v:1,q:146,n:630,
队伍	n:1664,
队会	n:3,
队列	n:17,
队副	n:1,
队医	n:8,
队友	n:66,
队名	n:7,
队员	n:628,
队型	n:2,
队委	j:1,
队委会	n:1,
队尾	n:2,
队形	n:7,
队报	n:1,
队方	n:1,
队旗	n:5,
队服	n:5,
队组	n:1,
队规	n:1,
队部	n:2,
队里	n:5,
队长	n:132,
队阵	n:1,
队风	n:2,
阡陌	n:8,
阪	j:1,
阪神	j:1,
阮	nr:3,
阮世得	nr:1,
阮仙秦	nr:4,
阮克	nr:1,
阮北耀	nr:1,
阮华盛	nr:1,
阮大华	nr:3,
阮孟琴	nr:2,
阮守照	nr:2,
阮小七	nr:1,
阮崇武	nr:9,
阮崇武孙鸿烈	nr:1,
阮承猛	nr:3,
阮文	nr:1,
阮文山	nr:2,
阮文沱	nr:1,
阮文灵	nr:33,
阮晋郑	nr:2,
阮段升	nr:1,
阮氏	nr:2,
阮氏萍	nr:1,
阮经宙	nr:2,
阮若珊	nr:1,
阮若琳	nr:1,
阮若瑛	nr:1,
阮观荣	nr:1,
阮青	nr:1,
阮魁森	nr:1,
防	v:198,Ng:2,vn:3,
防不胜防	i:8,
防伪	v:8,n:4,vn:60,
防伪字	n:1,
防伪服	n:1,
防伪灯	n:1,
防伪盖	n:1,
防保	vn:1,
防倒轮	n:1,
防假	v:3,vn:1,
防冻	vn:5,
防冻棚	n:9,
防凌	v:1,
防办	j:5,
防务	n:72,vn:1,
防务展	n:1,
防劫	vn:1,
防化	b:5,
防化兵	n:1,
防区	n:3,
防卫	v:4,vn:54,
防卫厅	n:14,
防卫局	n:1,
防反术	n:1,
防地	n:1,
防城	ns:2,
防城市	ns:1,
防城港	ns:8,
防城港市	ns:2,
防堵	vn:1,
防备	v:6,vn:1,
防守	v:64,vn:76,
防守型	b:1,
防守奖	n:2,
防守战	n:1,
防寒	v:1,vn:9,
防寒屋	n:1,
防寒服	n:1,
防尘	vn:1,
防弹	vn:2,
防弹服	n:1,
防弹衣	n:1,
防弹车	n:3,
防御	v:22,vn:35,
防御区	n:5,
防御型	n:1,
防御性	n:7,
防御战	n:1,
防微杜渐	i:10,
防总	j:24,
防总办	j:1,
防总办公室	nt:1,
防患于未然	i:23,
防患化险	l:1,
防意如城	i:1,
防抗灾	j:1,
防护	v:6,vn:24,
防护堆	n:1,
防护堤	n:1,
防护林	n:59,
防护林带	n:6,
防护栏	n:1,
防护网	n:1,
防护衣	n:2,
防抱死	vn:1,
防控	j:1,vn:3,
防撞性	n:1,
防撬门	n:21,
防旱	v:2,
防晒霜	n:1,
防暑	v:1,vn:1,
防暑降温	l:2,
防暑降温品	n:1,
防暴	v:1,b:2,
防查	v:1,
防欠	v:1,
防止	v:677,vn:2,
防毒	v:5,vn:5,
防毒衣	n:1,
防毒面具	l:7,
防水	v:4,vn:14,
防水层	n:3,
防汛	v:31,vn:136,
防汛办	j:1,
防污	v:1,vn:3,
防沙	v:5,vn:5,
防沙林	n:2,
防治	v:119,n:1,vn:156,
防治法	n:24,
防波堤	n:6,
防洪	v:24,vn:69,
防洪堤	n:3,
防洪工程	n:19,
防洪法	n:9,
防洪渠	n:2,
防洪设施	n:2,
防涝	v:4,vn:1,
防渗	v:1,vn:7,
防渗墙	n:37,
防渗渠	n:1,
防潮	v:1,vn:2,
防潮堤	n:1,
防火	v:20,vn:112,
防火办	j:1,
防火员	n:1,
防火墙	n:1,
防火期	n:4,
防火板	n:1,
防火罩	n:2,
防火罩费	n:2,
防灾	v:6,vn:20,
防灾费	n:1,
防爆	vn:3,
防疫	v:6,vn:24,
防疫员	n:1,
防疫法	n:1,
防疫站	n:6,
防疫费	n:1,
防疫针	n:1,
防病	v:18,vn:12,
防癌	v:8,vn:7,
防盗	v:8,vn:35,
防盗器	n:2,
防盗网	n:1,
防盗门	n:3,
防盗门窗业	n:1,
防盲	v:4,vn:7,
防空	vn:8,
防空兵	n:1,
防空法	n:3,
防空洞	n:2,
防空网	n:1,
防线	n:60,
防腐	v:6,vn:10,
防腐剂	n:1,
防腐厂	n:2,
防腐增产液	n:1,
防腐蚀	v:1,
防腐败法	n:1,
防范	v:249,vn:108,
防范性	n:2,
防范金	n:2,
防虫	v:1,vn:1,
防蛀	v:1,vn:2,
防蛀剂	n:1,
防身	v:1,
防锈	v:1,vn:1,
防险	vn:2,
防雨罩	n:1,
防雹网	n:1,
防震	v:12,vn:52,
防震棚	n:4,
防霉剂	n:1,
防风	v:1,n:1,vn:3,
防风固沙	l:3,
防风固沙林	l:1,
防风林	n:1,
防风衣	n:2,
防骄破满	l:2,
阳	Ag:4,nr:2,b:3,Ng:12,j:2,
阳举文	nr:1,
阳伞	n:2,
阳信	ns:6,
阳信占峰餐具有限公司	nt:1,
阳信县	ns:7,
阳信县河流乡中心小学	nt:1,
阳光	n:250,nz:41,
阳光午托服务部	nt:1,
阳光厅	n:2,
阳光咖啡厅	ns:1,
阳光国际旅行社	nt:1,
阳光广场	ns:1,
阳光集团	nt:18,
阳光集团公司	nt:1,
阳关	ns:9,n:1,
阳关村	ns:1,
阳关道	n:1,
阳刚	a:6,
阳刚之气	l:3,
阳刚之美	l:4,
阳刚雄强	l:1,
阳历	n:1,
阳原	ns:1,
阳台	n:27,
阳坪	ns:2,
阳坪奶牛场	nt:1,
阳城	ns:4,
阳城县	ns:9,
阳城县信用联社	nt:1,
阳城县李圪塔乡卫生院	nt:1,
阳奉阴违	i:3,
阳安	ns:1,
阳安乡	ns:1,
阳安乡阳安村委上洲自然村协会	nt:1,
阳安江	nr:2,
阳安线	nz:1,
阳宗海	ns:1,
阳宝华	nr:2,
阳平关	ns:4,
阳忠恕	nr:3,
阳性	b:3,n:21,
阳性率	n:1,
阳振坤	nr:1,
阳文	nr:1,
阳新	ns:3,
阳新县	ns:10,
阳新县人	n:1,
阳新县电力局	nt:2,
阳春	n:18,
阳春市	ns:1,
阳春市岗美镇岗南管理区党支部	nt:1,
阳春白雪	i:1,
阳春面	n:2,
阳曲	ns:1,
阳朔	ns:2,
阳朔县	ns:1,
阳朝乡	ns:1,
阳某	nr:7,
阳桥	nz:1,
阳武	ns:1,
阳气	n:1,
阳江	ns:7,
阳江市	ns:1,
阳泉	ns:7,
阳泉市	ns:2,
阳泉市公安局	nt:1,
阳浦	ns:3,
阳涉铁路	nz:1,
阳涛	nr:1,
阳湖	ns:1,
阳澄	ns:1,
阳燮	nr:1,
阳石隘	ns:2,
阳羡	ns:1,
阳翰笙	nr:3,
阳萎	vn:1,
阳谷	ns:2,
阳谷县	ns:3,
阳谷县希望工程办公室	nt:1,
阳谷县第三中学	nt:1,
阳阳	nr:5,
阳陵泉	n:1,
阳雀	n:1,
阳靖	nr:11,
阳高县	ns:4,
阳高县公安局	nt:1,
阳（平关）	ns:2,
阳（平关）安（康）线	nz:2,
阴	b:5,Ng:4,a:30,ad:1,
阴乎乎	z:1,
阴云	n:10,
阴冷	an:1,a:7,
阴凉	an:3,
阴凉处	n:1,
阴到多云	l:2,
阴历	n:9,
阴天	n:4,
阴宅	n:1,
阴山	ns:6,
阴差阳错	i:2,
阴影	n:54,
阴德	n:1,
阴性	n:4,
阴文	n:1,
阴晴寒暑	l:1,
阴暗	v:1,an:1,a:17,
阴暗处	n:1,
阴暗面	n:5,
阴有小雨	n:1,l:5,
阴柔	a:2,
阴柔之美	l:2,
阴柔气	n:1,
阴森	a:3,
阴森可怖	l:1,
阴森森	z:1,
阴气	n:1,
阴沉	a:9,
阴沉沉	z:2,
阴沟	n:1,
阴湿	a:4,
阴衍江	nr:7,
阴谋	v:6,n:24,vd:1,vn:2,
阴谋家	n:1,
阴转多云	l:1,
阴道	n:1,
阴道炎	n:1,
阴郁	a:2,
阴错阳差	i:1,
阴间	s:1,
阴间多云	l:4,
阴阳	b:8,n:1,
阴阳历	n:1,
阴阳怪气	i:1,
阴阳步	n:1,
阴险	an:1,
阴险毒辣	l:1,
阴雨	n:55,
阴雨寡照	l:5,
阴雨连绵	l:5,
阴雨雪	n:3,
阴霾	n:14,
阴魂	n:3,
阴鸷	a:1,
阵	q:5,Ng:46,
阵亡	v:5,vn:7,
阵列	n:2,
阵前	s:3,
阵势	n:6,
阵发性	n:1,
阵地	n:131,
阵地战	n:2,
阵型	n:2,
阵子	q:1,
阵容	nr:1,n:91,
阵式	n:2,
阵形	n:2,
阵性	b:1,n:1,
阵法	n:4,
阵痛	v:4,vn:23,
阵痛期	n:1,
阵管营	n:1,
阵线	n:101,
阵脚	n:13,
阵营	n:19,
阵阵	q:105,m:1,
阵雨	n:38,
阵风	n:1,
阶	Ng:2,
阶下囚	n:2,
阶层	n:108,
阶梯	n:19,
阶梯式	b:1,
阶梯形	b:1,
阶段	n:1653,
阶段性	b:1,n:79,
阶石	n:1,
阶级	n:107,
阶级性	n:1,
阶级斗争	l:53,
阻	v:1,Vg:6,
阻击	v:4,
阻击战	n:21,
阻力	n:67,
阻劝	v:1,
阻塞	v:8,vn:8,
阻寒	v:1,
阻截	v:2,
阻拦	v:13,vn:7,
阻挠	v:49,vn:12,
阻挡	v:45,vn:1,
阻断	v:5,
阻断性	n:1,
阻止	v:118,vn:2,
阻滞	v:7,vn:3,
阻燃	v:2,vn:1,
阻燃网	n:1,
阻碍	v:95,n:10,vn:7,
阻行杆	n:1,
阻遏	v:2,
阻隔	v:4,vn:1,
阿	j:256,
阿·努里	nr:1,
阿·卡尔波夫	nr:1,
阿·基维	nr:1,
阿·德米特里延科	nr:1,
阿·拉罗佳	nr:1,
阿·朱马古洛夫	nr:1,
阿·沙拉拉	nr:1,
阿·罗哈斯	nr:1,
阿·阿卡耶夫	nr:2,
阿万达罗	ns:1,
阿不列孜·排祖拉	nr:1,
阿不力克	nr:2,
阿不力米提·麻木提	nr:1,
阿不力米提色依提	nr:1,
阿不来提	nr:1,
阿不来提·沙吾提	nr:1,
阿不来提·阿不都热西提	nr:11,
阿不都·黑力力	nr:2,
阿不都卡德尔·乃斯尔丁	nr:1,
阿不都热依木·卡德尔	nr:1,
阿不都热依木·阿吉依明	nr:2,
阿不都热依木·阿米提	nr:1,
阿不都热合曼·艾力	nr:3,
阿不都热合满·克然木	nr:1,
阿中友好之家	nt:2,
阿丽亚娜	nz:1,
阿丽亚娜—４	nz:1,
阿丽亚娜—４２Ｐ	nz:1,
阿丽亚娜４型	nz:1,
阿丽亚娜５型	nz:1,
阿丽克丝	nr:1,
阿义	nr:1,
阿乔维	nr:1,
阿亚古兹	ns:1,
阿亚库乔港	ns:1,
阿亚茨科夫	nr:1,
阿什利·梅休	nr:1,
阿什哈巴德	ns:4,
阿什哈巴德宣言	nz:1,
阿什肯纳齐	nr:1,
阿代希安	nr:1,
阿以	j:1,
阿伦	nr:5,
阿伦·布朗	nr:1,
阿伦·布洛克	nr:1,
阿佤	ns:1,
阿佤山	ns:1,
阿佩尔	nr:1,
阿佩尔曼斯	nr:1,
阿依努儿	nr:2,
阿依吐拉	nr:1,
阿依曼	nr:3,
阿克力	nr:18,
阿克巴尔·丹戎	nr:1,
阿克布	nr:1,
阿克德米	nz:1,
阿克德米书店	nt:1,
阿克拉	ns:8,
阿克拉姆	nr:1,
阿克拉姆·扎基	nr:1,
阿克拉平原	ns:1,
阿克斯沃西	nr:6,
阿克特阿尔村	ns:1,
阿克纠宾斯克州	ns:1,
阿克苏	ns:14,
阿克苏军分区政治部	nt:1,
阿克苏市	ns:1,
阿克苏河	ns:2,
阿克莫拉	ns:10,
阿克萨	ns:1,
阿克萨清真寺	ns:1,
阿克谢年科	nr:1,
阿全国人民议会	nt:2,
阿兰·布朗特	nr:1,
阿兰·朱佩	nr:2,
阿兰山８４００１	nz:2,
阿其	ns:1,
阿其克谷地	ns:3,
阿内·卡尔森	nr:2,
阿凡提	nr:5,
阿凡提大叔美食城	ns:2,
阿列克萨申科	nr:1,
阿列克谢·乌萨诺夫	nr:1,
阿列塔	nr:6,
阿列斯克罗夫	nr:1,
阿利克辛·康德雷托夫	nr:1,
阿利耶夫	nr:10,
阿加尼	nr:2,
阿加尼亚	nr:3,
阿加西	nr:3,nz:1,
阿劳龟	n:4,
阿勃德·沙拉姆	nr:1,
阿勒坦格列尔	nr:3,
阿勒布斯拜·拉合木	nr:2,
阿勒根尼	nz:1,
阿勒泰	ns:11,
阿勒泰机场	ns:1,
阿勒菲	ns:1,
阿勒菲大街	ns:1,
阿勒锦	nz:1,
阿北乡	ns:1,
阿南	nr:1,j:1,
阿南·班耶拉春	nr:1,
阿南史代	nr:9,
阿南德	nr:5,
阿卜·阿拉	nr:1,
阿卜杜·拉迪夫	nr:1,
阿卜杜勒·卡哈非	nr:1,
阿卜杜勒·埃里亚尼	nr:1,
阿卜杜勒·拉蒂夫·菲拉利	nr:1,
阿卜杜勒·拉赫曼·优素福	nr:1,
阿卜杜勒·瓦基尔	nr:1,
阿卜杜勒·阿齐兹·达希勒	nr:1,
阿卜杜勒拉蒂夫·菲拉利	nr:1,
阿卜杜拉	nr:12,
阿卜杜拉·夏米	nr:1,
阿卜杜拉·法里西	nr:1,
阿卜杜拉·阿赫马尔	nr:2,
阿卜杜拉季波夫	nr:3,
阿卜达里	nz:1,
阿卡多	nr:21,
阿卡汗	nz:1,
阿卡耶夫	nr:50,
阿卡蒂耶夫	nr:1,
阿卡让诺夫	nr:1,
阿卡迪亚	nz:1,
阿卡迪加	nz:1,
阿卡迪加基金会	nt:1,
阿古拉	nr:1,
阿司匹林	n:1,
阿吉亚尔	nr:2,
阿吉拉尔	nr:1,
阿吉莱拉	nr:1,
阿哥	n:1,
阿喜婆	nr:1,
阿嘉·洛桑图旦	nr:1,
阿嘉·洛桑图旦·久美加措	nr:1,
阿嘉·洛桑图旦·久美嘉措	nr:4,
阿国	ns:1,
阿图什市	ns:1,
阿地力	nr:7,
阿坝	ns:2,
阿坝藏族羌族自治州	ns:1,
阿城	ns:7,
阿城县	ns:1,
阿城县委土改工作队	nt:1,
阿城县红旗区委	nt:1,
阿城市	ns:3,
阿城市玉泉啤酒厂	nt:1,
阿城钢铁	nt:2,
阿塔	nr:2,
阿塔夫	nr:8,
阿塔尔·比哈里·瓦杰帕伊	nr:1,
阿塔科拉省	ns:1,
阿塞拜疆	ns:32,
阿塞拜疆共和国	ns:3,
阿塞拜疆共和国国民议会	nt:1,
阿塞拜疆省	ns:1,
阿外交部	nt:2,
阿多曼	nz:2,
阿多比	nz:1,
阿多比公司	nt:1,
阿夫	nr:1,
阿夫扎尔	nr:3,
阿夫拉姆·蒙特斯·德·奥卡	nr:1,
阿夫达拉·布卡拉姆	nr:1,
阿夸·伊博姆州	ns:1,
阿妈	n:8,
阿姆斯	nz:1,
阿姆斯特丹	ns:24,
阿姆斯特丹大学	nt:1,
阿姆斯特朗	nr:4,
阿姆贝萨特	ns:1,
阿姐	n:2,
阿姨	n:46,
阿威	nr:1,
阿娘	nr:1,
阿婆	n:1,
阿宁	nr:1,
阿安	nr:1,
